Application,Buyer_Name,Headquarters_Location,Manufacturing_Locations,Contact_Information,Website,Review_Score,Annual_Volume_kg,Annual_Revenue_USD,Established_Year,Employee_Count,Procurement_Contact,Required_Certifications,Typical_Lead_Time_Days,Payment_Terms,Contract_Duration_Months,Quality_Standards,Sustainability_Commitment,Supply_Chain_Tier,Recent_Growth_Rate
Holographic AR displays,Magic Leap,"Plantation, Florida, USA","Plantation (USA), Mountain View (USA), Tel Aviv (Israel)",procurement@magicleap.com,www.magicleap.com,4.5,180,"$350,000,000",2010,1000,"Peggy Johnson, +1-800-623-4587","ISO 9001",45,"Net 45",12,"ISO 9001:2015","Sustainable product lifecycle, Recycling program",2,8.3%
Holographic AR displays,WaveOptics,"Oxford, UK","Oxford (UK), Taipei (Taiwan), Shenzhen (China)",procurement@waveoptics.com,www.waveoptics.com,4.4,150,"$75,000,000",2014,125,"David Hayes, +44-1865-713-074","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Energy efficiency program, Sustainable manufacturing",2,22.7%
Holographic AR displays,DigiLens,"Sunnyvale, California, USA","Sunnyvale (USA), Tokyo (Japan), Taipei (Taiwan)",procurement@digilens.com,www.digilens.com,4.3,130,"$85,000,000",2003,110,"Chris Pickett, +1-408-239-9411","ISO 9001",45,"Net 45",12,"ISO 9001:2015","Eco-friendly materials, Low power consumption designs",2,18.5%
Holographic AR displays,Lumus,"Rehovot, Israel","Rehovot (Israel), Shenzhen (China), San Jose (USA)",procurement@lumusvision.com,www.lumusvision.com,4.5,140,"$95,000,000",2000,180,"Ari Grobman, +972-8-945-5667","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Sustainable production, Energy conservation initiative",2,15.2%
Holographic AR displays,Vuzix Corporation,"Rochester, New York, USA","Rochester (USA), Oxford (UK), Tokyo (Japan)",procurement@vuzix.com,www.vuzix.com,4.2,110,"$53,500,000",1997,130,"Paul Travers, +1-585-359-5900","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Green manufacturing initiative, Sustainable supply chain",2,24.3%
Holographic AR displays,Sony Spatial Reality Display,"Tokyo, Japan","Tokyo (Japan), San Diego (USA), Stuttgart (Germany)",srd.procurement@sony.com,www.sony.com/electronics/spatial-reality-display,4.7,270,"$89,300,000,000",1946,109700,"Kenichiro Yoshida, +81-3-6748-2111","ISO 9001, ISO 14001",60,"Net 60",12,"ISO 9001:2015, ISO 14001:2015","Road to Zero environmental plan, Green Management 2025",1,5.8%
Holographic AR displays,Samsung AR Division,"Seoul, South Korea","Seoul (South Korea), San Jose (USA), Bengaluru (India)",ar.procurement@samsung.com,www.samsung.com/ar,4.6,290,"$280,600,000,000",1938,267937,"Kim Ki Nam, +82-2-2053-3000","ISO 9001, ISO 14001",45,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","Eco-management 2025+, Circular economy initiative",1,7.2%
Holographic AR displays,Dispelix,"Espoo, Finland","Espoo (Finland), Sunnyvale (USA), Shenzhen (China)",procurement@dispelix.com,www.dispelix.com,4.4,95,"$68,000,000",2015,120,"Antti Sunnari, +358-10-325-1251","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Nordic green initiative, Energy-efficient operations",2,31.5%
Holographic AR displays,CREAL,"Lausanne, Switzerland","Lausanne (Switzerland), Orlando (USA)",procurement@creal.com,www.creal.com,4.3,75,"$35,000,000",2017,80,"Tomas Sluka, +41-21-693-1111","ISO 9001",30,"Net 30",6,"ISO 9001:2015","Sustainable light-field display technology, Low power consumption",3,42.7%
Magnetic field imaging,SQUID AG,"Berlin, Germany","Berlin (Germany), Munich (Germany), Boston (USA)",procurement@squid-ag.com,www.squid-sensors.com,4.6,120,"$85,000,000",2002,180,"Dr. Michael Schmidt, +49-30-6392-4500","ISO 9001, ISO 13485",30,"Net 45",12,"ISO 9001:2015, ISO 13485:2016","Sustainable medical technology, Energy-efficient operations",2,9.8%
Magnetic field imaging,Tristan Technologies,"San Diego, California, USA","San Diego (USA), Boulder (USA)",procurement@tristantech.com,www.tristantech.com,4.5,90,"$32,000,000",1994,75,"Dr. Sarah Thompson, +1-619-821-2500","ISO 9001, ISO 13485",21,"Net 30",12,"ISO 9001:2015, ISO 13485:2016","Green lab initiative, Energy conservation program",2,7.5%
Magnetic field imaging,Quantum Design,"San Diego, California, USA","San Diego (USA), Shanghai (China), Tokyo (Japan), Darmstadt (Germany)",procurement@qdusa.com,www.qdusa.com,4.7,130,"$95,000,000",1982,220,"Dr. Ronald Sager, +1-858-481-4400","ISO 9001",30,"Net 45",12,"ISO 9001:2015","Sustainable scientific instruments, Energy efficiency program",1,6.2%
Magnetic field imaging,Bartington Instruments,"Witney, UK","Witney (UK), Oxford (UK)",procurement@bartington.com,www.bartington.com,4.6,80,"$28,000,000",1972,70,"Dr. Andrew Feat, +44-1993-706-565","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Eco-friendly manufacturing, Low-energy operations",2,5.8%
Magnetic field imaging,Supracon AG,"Jena, Germany","Jena (Germany), Ilmenau (Germany)",procurement@supracon.com,www.supracon.com,4.5,70,"$22,000,000",2001,55,"Dr. Matthias Schmelz, +49-3641-2325-100","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Sustainable superconducting technology, Energy-efficient systems",2,8.7%
Magnetic field imaging,MAGNICON GmbH,"Hamburg, Germany","Hamburg (Germany), Berlin (Germany)",procurement@magnicon.com,www.magnicon.com,4.4,65,"$18,000,000",2005,40,"Dr. Dietmar Drung, +49-40-788-927-70","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Green technology initiative, Sustainable lab practices",2,9.5%
Magnetic field imaging,Star Cryoelectronics,"Santa Fe, New Mexico, USA","Santa Fe (USA), Albuquerque (USA)",procurement@starcryo.com,www.starcryo.com,4.5,55,"$15,000,000",1994,35,"Robin Cantor, +1-505-424-6454","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Eco-friendly lab equipment, Energy-efficient operations",2,6.8%
Magnetic field imaging,Cryogenic Limited,"London, UK","London (UK), Cambridge (UK)",procurement@cryogenic.co.uk,www.cryogenic.co.uk,4.6,85,"$30,000,000",1991,65,"Dr. Jeremy Good, +44-20-8743-6049","ISO 9001",30,"Net 45",12,"ISO 9001:2015","Sustainable cryogenic systems, Resource efficiency program",2,7.2%
Magnetic field imaging,NanoMagnetics Instruments,"Oxford, UK","Oxford (UK), Istanbul (Turkey)",procurement@nanomagnetics-inst.com,www.nanomagnetics-inst.com,4.3,60,"$12,000,000",1998,30,"Dr. Ahmet Oral, +44-1865-522-989","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Energy-efficient instruments, Green laboratory initiative",3,8.5%
Magnetic field imaging,Beijing Wanfeng Electronics,"Beijing, China","Beijing (China), Shenzhen (China), Shanghai (China)",procurement@wanfeng-tech.com,www.wanfeng-tech.cn,4.2,110,"$45,000,000",2004,180,"Dr. Li Jianping, +86-10-6271-5588","ISO 9001, GB/T 19001",30,"50% advance, 50% before delivery",12,"ISO 9001:2015, GB/T 19001-2016","Green manufacturing program, Energy conservation policy",2,11.7%
Quantum photonic circuits,PsiQuantum,"Palo Alto, California, USA","Palo Alto (USA), Bristol (UK), Tempe (USA)",procurement@psiquantum.com,www.psiquantum.com,4.7,95,"$665,000,000",2016,200,"Jeremy O'Brien, +1-650-843-0900","ISO 9001, ISO 14001",30,"Net 30",12,"ISO 9001:2015","Energy-efficient quantum computing, Sustainable manufacturing",2,32.5%
Quantum photonic circuits,Xanadu Quantum Technologies,"Toronto, Canada","Toronto (Canada), Vancouver (Canada)",procurement@xanadu.ai,www.xanadu.ai,4.6,85,"$450,000,000",2016,180,"Christian Weedbrook, +1-416-900-5458","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Photonic quantum computing, Low energy footprint",2,40.2%
Quantum photonic circuits,Quandela,"Palaiseau, France","Palaiseau (France), Munich (Germany), Milan (Italy)",procurement@quandela.com,www.quandela.com,4.5,60,"$90,000,000",2017,90,"Valérian Giesz, +33-1-8498-0777","ISO 9001",21,"50% advance, 50% on delivery",12,"ISO 9001:2015","Sustainable photonic quantum computing, Low-power operations",3,45.8%
Quantum photonic circuits,Quantum Light,"Hefei, China","Hefei (China), Beijing (China), Shanghai (China)",procurement@quantumlight.cn,www.quantumlight.cn,4.3,120,"$180,000,000",2019,150,"Prof. Jian-Wei Pan, +86-551-6360-5880","ISO 9001",45,"50% advance, 50% before delivery",12,"ISO 9001:2015","Green lab initiative, Sustainable quantum technology",2,38.5%
Quantum photonic circuits,ORCA Computing,"London, UK","London (UK), Oxford (UK), Bristol (UK)",procurement@orcacomputing.com,www.orcacomputing.com,4.5,45,"$54,000,000",2019,70,"Richard Murray, +44-20-3389-9720","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Energy-efficient quantum computing, Environmental responsibility",3,52.3%
Quantum photonic circuits,QuiX Quantum,"Enschede, Netherlands","Enschede (Netherlands), Delft (Netherlands), Eindhoven (Netherlands)",procurement@quixquantum.com,www.quixquantum.com,4.4,55,"$32,000,000",2019,45,"Stefan Hengesbach, +31-53-483-6450","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Sustainable quantum photonics, Energy efficiency focus",3,47.8%
Quantum photonic circuits,VLC Photonics,"Valencia, Spain","Valencia (Spain), Eindhoven (Netherlands), Boston (USA)",procurement@vlcphotonics.com,www.vlcphotonics.com,4.3,70,"$28,000,000",2011,75,"Iñigo Artundo, +34-96-147-7118","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Green photonics initiative, Low-power design focus",2,19.5%
Quantum photonic circuits,Ayar Labs,"Santa Clara, California, USA","Santa Clara (USA), Boston (USA), Brighton (UK)",procurement@ayarlabs.com,www.ayarlabs.com,4.6,110,"$195,000,000",2015,180,"Charles Wuischpard, +1-650-843-0870","ISO 9001",30,"Net 45",12,"ISO 9001:2015","Optical I/O for energy efficiency, Sustainable computing initiative",2,35.2%
Quantum photonic circuits,NTT Research,"Sunnyvale, California, USA","Sunnyvale (USA), Tokyo (Japan), Munich (Germany)",procurement@ntt-research.com,www.ntt-research.com,4.7,130,"$108,500,000,000",2019,330000,"Kazuhiro Gomi, +1-650-897-9300","ISO 9001, ISO 14001",45,"Net 45",12,"ISO 9001:2015, ISO 14001:2015","NTT Group environmental vision, Carbon neutrality by 2040",1,14.3%
Quantum photonic circuits,Quantum Silicon Inc.,"Vancouver, Canada","Vancouver (Canada), Toronto (Canada)",procurement@quantumsilicon.com,www.quantumsilicon.com,4.2,40,"$25,000,000",2018,35,"Dr. Stephanie Simmons, +1-604-822-3909","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Silicon-based quantum computing, Sustainable technology development",3,41.7%
Exotic superconducting qubits,IBM Quantum,"Yorktown Heights, New York, USA","Yorktown Heights (USA), Zurich (Switzerland), Tokyo (Japan)",quantum.procurement@ibm.com,www.ibm.com/quantum,4.8,95,"$73,600,000,000",1911,350000,"Dario Gil, +1-914-945-3000","ISO 9001, ISO 14001",60,"Net 60",24,"ISO 9001:2015, ISO 14001:2015","IBM Environmental Affairs Program, Carbon neutrality by 2030",1,18.5%
Exotic superconducting qubits,Google Quantum AI,"Santa Barbara, California, USA","Santa Barbara (USA), Mountain View (USA), Munich (Germany)",quantum.procurement@google.com,www.quantumai.google,4.9,110,"$257,600,000,000",1998,156500,"Sundar Pichai, +1-650-253-0000","ISO 9001, ISO 14001",60,"Net 60",24,"ISO 9001:2015, ISO 14001:2015","24/7 carbon-free energy by 2030, Circular economy approach",1,21.3%
Exotic superconducting qubits,Rigetti Computing,"Berkeley, California, USA","Berkeley (USA), Fremont (USA), Bromley (UK)",procurement@rigetti.com,www.rigetti.com,4.6,85,"$32,000,000",2013,140,"Chad Rigetti, +1-510-871-1715","ISO 9001",30,"Net 45",12,"ISO 9001:2015","Sustainable quantum computing, Energy-efficient quantum systems",2,31.7%
Exotic superconducting qubits,D-Wave Systems,"Burnaby, British Columbia, Canada","Burnaby (Canada), Palo Alto (USA)",procurement@dwavesys.com,www.dwavesys.com,4.7,105,"$40,000,000",1999,200,"Alan Baratz, +1-604-630-1428","ISO 9001",45,"Net 45",12,"ISO 9001:2015","Green quantum computing initiative, Energy-efficient datacenter",1,15.8%
Exotic superconducting qubits,Alice & Bob,"Paris, France","Paris (France), Lyon (France)",procurement@alice-bob.com,www.alice-bob.com,4.5,65,"$27,000,000",2020,60,"Théau Peronnin, +33-1-8488-9135","ISO 9001",21,"Net 30",12,"ISO 9001:2015","Sustainable quantum technologies, Low-energy quantum hardware",3,48.5%
Exotic superconducting qubits,Oxford Quantum Circuits,"Oxford, UK","Oxford (UK), London (UK)",procurement@oxfordquantumcircuits.com,www.oxfordquantumcircuits.com,4.6,75,"$47,000,000",2017,85,"Ilana Wisby, +44-1865-952-290","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Energy-efficient quantum computing, Sustainable operations",2,37.2%
Exotic superconducting qubits,Nord Quantique,"Sherbrooke, Québec, Canada","Sherbrooke (Canada), Montréal (Canada)",procurement@nordquantique.ca,www.nordquantique.ca,4.4,55,"$22,000,000",2020,45,"Philippe St-Jean, +1-819-791-5480","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Energy-efficient error-corrected qubits, Sustainable quantum tech",3,51.8%
Exotic superconducting qubits,Quantum Circuits Inc.,"New Haven, Connecticut, USA","New Haven (USA), Boston (USA)",procurement@quantumcircuits.com,www.quantumcircuits.com,4.5,70,"$38,000,000",2015,80,"Robert Schoelkopf, +1-203-562-5151","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Green quantum computing, Energy-efficient hardware",2,28.7%
Exotic superconducting qubits,Equal1 Laboratories,"Dublin, Ireland","Dublin (Ireland), Fremont (USA)",procurement@equal1.com,www.equal1.com,4.3,60,"$25,000,000",2017,55,"Jason Lynch, +353-1-716-1700","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Low-power quantum computing, Sustainable semiconductor technology",3,43.5%
Exotic superconducting qubits,IQM Quantum Computers,"Espoo, Finland","Espoo (Finland), Munich (Germany), Bilbao (Spain)",procurement@meetiqm.com,www.meetiqm.com,4.7,90,"$71,000,000",2018,130,"Jan Goetz, +358-50-477-5857","ISO 9001",30,"Net 45",12,"ISO 9001:2015","Carbon-neutral quantum computing, Sustainable operations",2,41.3%
Space-based laser communications,Mynaric AG,"Gilching, Germany","Gilching (Germany), Hawthorne (USA), Shanghai (China)",procurement@mynaric.com,www.mynaric.com,4.6,120,"$18,500,000",2009,250,"Bulent Altan, +49-8105-7999-0","ISO 9001, EN 9100",45,"Net 45",12,"EN 9100:2018, ISO 9001:2015","Sustainable satellite communications, Energy efficiency initiative",2,28.7%
Space-based laser communications,TESAT-Spacecom,"Backnang, Germany","Backnang (Germany), Richardson (USA), Vienna (Austria)",procurement@tesat.de,www.tesat.de,4.7,180,"$350,000,000",1949,1200,"Matthias Motzigemba, +49-7191-930-0","ISO 9001, EN 9100, AQAP 2110",60,"Net 60",24,"EN 9100:2018, ISO 9001:2015","Green space tech initiative, Eco-friendly satellite components",1,7.3%
Space-based laser communications,General Atomics,"San Diego, California, USA","San Diego (USA), Colorado Springs (USA), Dresden (Germany)",procurement@ga-asi.com,www.ga.com,4.6,210,"$1,700,000,000",1955,15000,"Neal Blue, +1-858-455-3000","ISO 9001, AS9100D",60,"Net 60",24,"AS9100D, ISO 9001:2015","Environmental sustainability program, Carbon neutrality goal",1,6.8%
Space-based laser communications,BridgeComm,"Denver, Colorado, USA","Denver (USA), Washington DC (USA), Singapore",procurement@bridgecomminc.com,www.bridgecomminc.com,4.5,95,"$35,000,000",2015,85,"Barry Matsumori, +1-303-942-1181","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Green optical wireless initiative, Low-power operations",2,33.5%
Space-based laser communications,Hensoldt Optronics,"Oberkochen, Germany","Oberkochen (Germany), Pretoria (South Africa), Paris (France)",procurement@hensoldt.net,www.hensoldt.net,4.7,230,"$1,600,000,000",2017,6400,"Thomas Müller, +49-7364-9557-0","ISO 9001, EN 9100",45,"Net 45",24,"EN 9100:2018, ISO 9001:2015","Sustainability management framework, Climate action program",1,9.4%
Space-based laser communications,Honeywell Aerospace Electronics,"Phoenix, Arizona, USA","Phoenix (USA), Toronto (Canada), Singapore",aero.procurement@honeywell.com,www.aerospace.honeywell.com,4.8,260,"$34,400,000,000",1906,103000,"Mike Madsen, +1-602-365-3099","AS9100D, ISO 9001, NADCAP",60,"Net 60",24,"AS9100D, ISO 9001:2015","Honeywell Sustainable Opportunity Policy, Net zero by 2035",1,4.5%
Space-based laser communications,SpaceX Starlink,"Hawthorne, California, USA","Hawthorne (USA), Redmond (USA), Cape Canaveral (USA)",procurement@spacex.com,www.spacex.com,4.9,350,"$5,000,000,000",2002,12000,"Gwynne Shotwell, +1-310-363-6000","ISO 9001, AS9100D",90,"Net 45",36,"AS9100D, ISO 9001:2015","Sustainable space communications, Reusable space technology",1,23.5%
Space-based laser communications,Thales Alenia Space,"Cannes, France","Cannes (France), Rome (Italy), Turin (Italy), L'Aquila (Italy)",procurement@thalesaleniaspace.com,www.thalesaleniaspace.com,4.7,280,"$2,700,000,000",2005,8000,"Hervé Derrey, +33-4-9292-7000","ISO 9001, EN 9100",60,"Net 60",24,"EN 9100:2018, ISO 9001:2015","Eco-design approach, Low-carbon strategy",1,5.8%
Space-based laser communications,Space Micro,"San Diego, California, USA","San Diego (USA), Albuquerque (USA)",procurement@spacemicro.com,www.spacemicro.com,4.4,70,"$45,000,000",2002,120,"David Strobel, +1-858-332-0700","ISO 9001, AS9100D",30,"Net 30",12,"AS9100D, ISO 9001:2015","Energy efficient space hardware, Responsible manufacturing",2,17.2%
Space-based laser communications,China Aerospace Science and Technology Corp.,"Beijing, China","Beijing (China), Shanghai (China), Xi'an (China)",procurement@casc.cn,www.spacechina.com,4.6,410,"$36,000,000,000",1968,200000,"Wu Yansheng, +86-10-6837-8800","ISO 9001, GB/T 19001",90,"50% advance, 50% before delivery",24,"ISO 9001:2015, GB/T 19001-2016","Green aerospace initiative, Low-carbon aerospace technology",1,8.3%
Robotic vision systems,Cognex Corporation,"Natick, Massachusetts, USA","Natick (USA), Cork (Ireland), Shanghai (China), Tokyo (Japan)",procurement@cognex.com,www.cognex.com,4.7,380,"$952,000,000",1981,2300,"Robert Willett, +1-508-650-3000","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001:2015","Energy efficiency program, Sustainable facility management",1,8.7%
Robotic vision systems,Keyence Corporation,"Osaka, Japan","Osaka (Japan), Chicago (USA), Hamburg (Germany), Shanghai (China)",procurement@keyence.com,www.keyence.com,4.8,450,"$5,700,000,000",1974,8400,"Takizaki Takemitsu, +81-6-6379-1111","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001:2015","Green procurement guidelines, Eco-friendly product design",1,11.2%
Robotic vision systems,SICK AG,"Waldkirch, Germany","Waldkirch (Germany), Minneapolis (USA), Singapore, Shanghai (China)",procurement@sick.com,www.sick.com,4.7,410,"$2,100,000,000",1946,11000,"Mats Gökstorp, +49-7681-202-0","ISO 9001, ISO 14001",45,"Net 45",24,"ISO 9001:2015, ISO 14001:2015","Climate neutrality by 2030, Eco-balance improvement",1,6.8%
Robotic vision systems,Teledyne DALSA,"Waterloo, Ontario, Canada","Waterloo (Canada), Eindhoven (Netherlands), Aguadilla (Puerto Rico)",procurement@teledynedalsa.com,www.teledynedalsa.com,4.6,280,"$4,900,000,000",1980,14000,"Edwin Roks, +1-519-886-6000","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001:2015","Responsible sourcing, Environmental protection initiative",1,5.3%
Robotic vision systems,Basler AG,"Ahrensburg, Germany","Ahrensburg (Germany), Singapore, Taipei (Taiwan), Beijing (China)",procurement@baslerweb.com,www.baslerweb.com,4.5,250,"$260,000,000",1988,800,"Dietmar Ley, +49-4102-463-0","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001:2015","Sustainable business practices, Green logistics program",1,9.4%
Robotic vision systems,Allied Vision,"Stadtroda, Germany","Stadtroda (Germany), Burnaby (Canada), Singapore",procurement@alliedvision.com,www.alliedvision.com,4.4,190,"$120,000,000",1989,300,"Andreas Gerk, +49-36428-677-0","ISO 9001",30,"Net 30",12,"ISO 9001:2015","Energy conservation program, Sustainable packaging",2,7.2%
